,CustomerID,Total_Purchases,Total_Net_Revenue,Total_Sale_Qty,Total_Return_Qty,Avg_Order_Value,RecencyDays,Return_Rate,Net_Qty,Purchase_Frequency_Monthly,Customer_Value
107,12478.0,1,680.99,236,0,680.99,3,0.0,236,7.5,Positive
4219,18082.0,1,680.84,608,0,680.84,25,0.0,608,1.1538461538461537,Positive
679,13238.0,5,680.83,298,2,136.166,10,0.006711409395973154,296,13.636363636363637,Positive
2188,15304.0,10,680.3,104,4,68.03,60,0.038461538461538464,100,4.918032786885246,Positive
2093,15181.0,5,680.28,544,2,136.05599999999998,65,0.003676470588235294,542,2.2727272727272725,Positive
892,13524.0,5,680.1800000000001,324,0,136.036,40,0.0,324,3.658536585365854,Positive
3345,16872.0,3,680.02,600,0,226.67333333333332,76,0.0,600,1.1688311688311688,Positive
3172,16642.0,3,679.83,479,1,226.61,4,0.0020876826722338203,478,18.0,Positive
1806,14788.0,2,679.4399999999999,421,0,339.71999999999997,6,0.0,421,8.571428571428571,Positive
905,13548.0,2,678.16,436,0,339.08,95,0.0,436,0.625,Positive
2462,15669.0,5,677.69,342,3,135.538,39,0.008771929824561403,339,3.75,Positive
535,13040.0,2,676.99,355,0,338.495,8,0.0,355,6.666666666666667,Positive
2981,16377.0,1,676.2,1500,0,676.2,266,0.0,1500,0.11235955056179775,Positive
2429,15626.0,2,675.8,766,0,337.9,74,0.0,766,0.8,Positive
4273,18156.0,2,675.64,283,0,337.82,12,0.0,283,4.615384615384615,Positive
2389,15574.0,4,675.64,332,0,168.91,177,0.0,332,0.6741573033707865,Positive
466,12942.0,3,675.6,198,0,225.20000000000002,130,0.0,198,0.6870229007633588,Positive
948,13607.0,1,675.51,288,0,675.51,39,0.0,288,0.75,Positive
746,13325.0,1,675.3,240,0,675.3,81,0.0,240,0.36585365853658536,Positive
1112,13838.0,4,674.82,254,0,168.705,5,0.0,254,20.0,Positive
768,13355.0,1,674.7,314,0,674.7,121,0.0,314,0.24590163934426232,Positive
3036,16449.0,3,674.69,367,8,224.89666666666668,190,0.021798365122615803,359,0.47120418848167545,Positive
840,13464.0,1,674.68,403,0,674.68,57,0.0,403,0.5172413793103449,Positive
3982,17749.0,2,674.52,320,0,337.26,177,0.0,320,0.33707865168539325,Positive
1194,13951.0,3,674.45,459,0,224.8166666666667,175,0.0,459,0.5113636363636364,Positive
1598,14504.0,4,673.26,308,0,168.315,46,0.0,308,2.5531914893617023,Positive
693,13258.0,3,672.83,282,0,224.27666666666667,11,0.0,282,7.5,Positive
1689,14628.0,2,671.96,272,0,335.98,90,0.0,272,0.6593406593406593,Positive
392,12838.0,2,671.95,355,0,335.975,33,0.0,355,1.7647058823529411,Positive
239,12638.0,1,671.69,577,0,671.69,32,0.0,577,0.9090909090909091,Positive
2666,15951.0,3,669.57,313,7,223.19000000000003,0,0.022364217252396165,306,90.0,Positive
1700,14643.0,3,668.61,815,60,222.87,169,0.0736196319018405,755,0.5294117647058824,Positive
57,12418.0,1,668.58,407,0,668.58,112,0.0,407,0.26548672566371684,Positive
2903,16268.0,2,667.65,533,0,333.825,70,0.0,533,0.8450704225352113,Positive
1489,14356.0,4,666.9399999999999,277,11,166.73499999999999,59,0.039711191335740074,266,2.0,Positive
2259,15400.0,6,666.7,390,30,111.11666666666667,91,0.07692307692307693,360,1.9565217391304346,Positive
1041,13741.0,4,666.33,218,1,166.5825,71,0.0045871559633027525,217,1.6666666666666667,Positive
3515,17105.0,2,665.78,693,0,332.89,158,0.0,693,0.37735849056603776,Positive
1204,13963.0,4,664.54,460,0,166.135,307,0.0,460,0.3896103896103896,Positive
4074,17883.0,4,664.34,374,0,166.085,2,0.0,374,40.0,Positive
2858,16208.0,2,664.26,333,0,332.13,44,0.0,333,1.3333333333333333,Positive
940,13596.0,2,664.11,384,0,332.055,5,0.0,384,10.0,Positive
2484,15700.0,3,664.03,357,29,221.34333333333333,171,0.08123249299719888,328,0.5232558139534884,Positive
1759,14720.0,3,663.81,219,0,221.26999999999998,5,0.0,219,15.0,Positive
681,13240.0,4,663.65,298,0,165.9125,95,0.0,298,1.25,Positive
3737,17423.0,4,663.63,459,38,165.9075,44,0.08278867102396514,421,2.6666666666666665,Positive
1373,14198.0,7,663.5,290,10,94.78571428571429,3,0.034482758620689655,280,52.5,Positive
3769,17462.0,3,662.94,227,3,220.98000000000002,50,0.013215859030837005,224,1.7647058823529411,Positive
1673,14603.0,1,660.0,400,0,660.0,274,0.0,400,0.1090909090909091,Positive
526,13028.0,3,659.68,798,2,219.89333333333332,22,0.002506265664160401,796,3.913043478260869,Positive
2325,15492.0,2,659.4599999999999,483,0,329.72999999999996,27,0.0,483,2.142857142857143,Positive
1056,13759.0,2,659.4100000000001,287,0,329.70500000000004,32,0.0,287,1.8181818181818181,Positive
2964,16357.0,3,658.88,246,0,219.62666666666667,32,0.0,246,2.727272727272727,Positive
1341,14150.0,2,658.64,496,0,329.32,35,0.0,496,1.6666666666666667,Positive
4068,17874.0,7,658.26,221,12,94.03714285714285,184,0.05429864253393665,209,1.135135135135135,Positive
3210,16696.0,4,657.9000000000001,146,0,164.47500000000002,134,0.0,146,0.8888888888888888,Positive
1828,14818.0,3,657.8,324,0,219.26666666666665,73,0.0,324,1.2162162162162162,Positive
3766,17459.0,2,657.3,537,0,328.65,42,0.0,537,1.3953488372093024,Positive
221,12616.0,5,657.25,284,11,131.45,84,0.03873239436619718,273,1.7647058823529411,Positive
2469,15677.0,1,657.23,319,0,657.23,48,0.0,319,0.6122448979591837,Positive
3659,17321.0,2,657.16,364,0,328.58,7,0.0,364,7.5,Positive
542,13049.0,2,656.6800000000001,268,0,328.34000000000003,63,0.0,268,0.9375,Positive
3217,16708.0,1,656.63,285,0,656.63,45,0.0,285,0.6521739130434783,Positive
3645,17299.0,4,656.61,668,0,164.1525,11,0.0,668,10.0,Positive
2104,15197.0,5,656.44,469,16,131.288,8,0.03411513859275053,453,16.666666666666668,Positive
2795,16127.0,1,656.25,323,0,656.25,38,0.0,323,0.7692307692307692,Positive
1882,14894.0,1,655.75,265,0,655.75,84,0.0,265,0.3529411764705882,Positive
1762,14725.0,1,655.58,588,0,655.58,24,0.0,588,1.2,Positive
3274,16774.0,5,654.92,322,4,130.98399999999998,67,0.012422360248447204,318,2.2058823529411766,Positive
1706,14651.0,2,653.75,343,0,326.875,66,0.0,343,0.8955223880597015,Positive
3718,17398.0,3,653.38,310,0,217.79333333333332,114,0.0,310,0.7826086956521738,Positive
4270,18151.0,2,653.35,355,0,326.675,134,0.0,355,0.4444444444444444,Positive
4248,18121.0,2,653.3,438,0,326.65,148,0.0,438,0.40268456375838924,Positive
1973,15031.0,4,653.19,400,0,163.2975,3,0.0,400,30.0,Positive
1634,14548.0,2,652.8,256,0,326.4,150,0.0,256,0.3973509933774835,Positive
3812,17523.0,4,652.74,872,0,163.185,10,0.0,872,10.90909090909091,Positive
956,13623.0,7,652.4,286,8,93.2,30,0.027972027972027972,278,6.774193548387096,Positive
2742,16056.0,1,650.75,345,0,650.75,44,0.0,345,0.6666666666666666,Positive
2386,15571.0,4,650.4300000000001,264,0,162.60750000000002,11,0.0,264,10.0,Positive
3419,16969.0,3,650.41,816,0,216.8033333333333,38,0.0,816,2.3076923076923075,Positive
2027,15098.0,5,649.5,121,61,129.9,181,0.5041322314049587,60,0.8241758241758242,Positive
2110,15205.0,3,648.8299999999999,378,1,216.27666666666664,84,0.0026455026455026454,377,1.0588235294117647,Positive
819,13430.0,4,648.6899999999999,751,13,162.17249999999999,18,0.017310252996005325,738,6.315789473684211,Positive
3124,16573.0,4,648.41,360,6,162.1025,73,0.016666666666666666,354,1.6216216216216215,Positive
3069,16495.0,3,648.26,328,0,216.08666666666667,2,0.0,328,30.0,Positive
4002,17777.0,3,647.56,501,0,215.85333333333332,24,0.0,501,3.5999999999999996,Positive
2440,15643.0,6,647.4,246,4,107.89999999999999,178,0.016260162601626018,242,1.005586592178771,Positive
3698,17373.0,4,646.92,408,0,161.73,39,0.0,408,3.0,Positive
3240,16734.0,3,646.76,345,0,215.58666666666667,51,0.0,345,1.7307692307692306,Positive
197,12589.0,2,646.68,306,0,323.34,28,0.0,306,2.0689655172413794,Positive
1261,14044.0,4,646.42,304,0,161.605,26,0.0,304,4.444444444444445,Positive
2446,15651.0,3,646.3,479,0,215.4333333333333,36,0.0,479,2.4324324324324325,Positive
1979,15038.0,7,645.84,212,30,92.26285714285714,42,0.14150943396226415,182,4.883720930232558,Positive
1852,14855.0,2,645.65,267,0,322.825,118,0.0,267,0.5042016806722689,Positive
1836,14829.0,6,644.65,452,38,107.44166666666666,28,0.084070796460177,414,6.206896551724138,Positive
3653,17312.0,3,644.3,372,0,214.76666666666665,138,0.0,372,0.6474820143884892,Positive
2818,16157.0,4,644.24,347,3,161.06,15,0.008645533141210375,344,7.5,Positive
1556,14451.0,2,643.9,378,0,321.95,59,0.0,378,1.0,Positive
2985,16383.0,2,643.76,467,0,321.88,74,0.0,467,0.8,Positive
1322,14126.0,4,643.6300000000001,508,50,160.90750000000003,7,0.0984251968503937,458,15.0,Positive
217,12612.0,2,643.59,262,11,321.795,57,0.04198473282442748,251,1.0344827586206897,Positive
1243,14020.0,2,642.8,441,0,321.4,16,0.0,441,3.5294117647058822,Positive
531,13034.0,2,642.77,369,0,321.385,54,0.0,369,1.090909090909091,Positive
3827,17545.0,3,642.32,337,0,214.10666666666668,42,0.0,337,2.0930232558139537,Positive
3471,17046.0,1,642.02,510,0,642.02,156,0.0,510,0.19108280254777069,Positive
3109,16554.0,7,641.55,402,91,91.64999999999999,2,0.2263681592039801,311,70.0,Positive
229,12624.0,2,641.13,355,0,320.565,105,0.0,355,0.5660377358490566,Positive
808,13417.0,2,640.83,162,0,320.415,4,0.0,162,12.0,Positive
739,13318.0,3,640.76,304,0,213.58666666666667,0,0.0,304,90.0,Positive
235,12631.0,1,640.5,236,0,640.5,56,0.0,236,0.5263157894736842,Positive
3805,17515.0,4,639.02,243,0,159.755,30,0.0,243,3.8709677419354835,Positive
3031,16444.0,5,638.77,407,2,127.75399999999999,45,0.004914004914004914,405,3.260869565217391,Positive
4276,18160.0,2,638.0600000000001,294,0,319.03000000000003,56,0.0,294,1.0526315789473684,Positive
1781,14754.0,2,638.05,486,0,319.025,44,0.0,486,1.3333333333333333,Positive
2709,16014.0,4,637.58,258,4,159.395,35,0.015503875968992248,254,3.3333333333333335,Positive
1324,14128.0,2,637.5,564,0,318.75,60,0.0,564,0.9836065573770493,Positive
1578,14481.0,2,636.51,489,0,318.255,164,0.0,489,0.36363636363636365,Positive
1717,14664.0,2,636.24,465,0,318.12,19,0.0,465,3.0,Positive
2582,15829.0,2,636.14,996,0,318.07,98,0.0,996,0.6060606060606061,Positive
2246,15384.0,3,635.76,596,3,211.92,169,0.0050335570469798654,593,0.5294117647058824,Positive
2538,15773.0,1,635.6800000000001,311,0,635.6800000000001,5,0.0,311,5.0,Positive
2803,16139.0,3,635.41,330,0,211.8033333333333,18,0.0,330,4.736842105263158,Positive
2029,15100.0,6,635.1,80,22,105.85000000000001,329,0.275,58,0.5454545454545454,Positive
2182,15297.0,4,635.04,292,2,158.76,9,0.00684931506849315,290,12.0,Positive
4003,17779.0,5,633.92,396,3,126.78399999999999,20,0.007575757575757576,393,7.142857142857143,Positive
1230,14000.0,2,633.71,710,3,316.855,205,0.004225352112676056,707,0.29126213592233013,Positive
1985,15045.0,3,633.66,114,8,211.22,151,0.07017543859649122,106,0.5921052631578948,Positive
1154,13892.0,4,632.97,983,0,158.2425,26,0.0,983,4.444444444444445,Positive
1391,14220.0,2,632.4,272,0,316.2,246,0.0,272,0.24291497975708504,Positive
1450,14301.0,2,632.04,606,6,316.02,107,0.009900990099009901,600,0.5555555555555556,Positive
1100,13822.0,2,632.0,611,0,316.0,5,0.0,611,10.0,Positive
1244,14021.0,3,631.9,192,0,210.63333333333333,154,0.0,192,0.5806451612903225,Positive
2142,15244.0,2,631.57,405,0,315.785,64,0.0,405,0.9230769230769231,Positive
4153,17985.0,1,631.35,171,0,631.35,21,0.0,171,1.3636363636363638,Positive
3012,16418.0,3,631.12,280,0,210.37333333333333,44,0.0,280,2.0,Positive
4157,17990.0,3,630.84,414,0,210.28,236,0.0,414,0.37974683544303794,Positive
539,13046.0,2,629.31,264,0,314.655,30,0.0,264,1.9354838709677418,Positive
893,13525.0,2,628.78,394,0,314.39,14,0.0,394,4.0,Positive
1732,14687.0,1,628.38,470,0,628.38,106,0.0,470,0.2803738317757009,Positive
2969,16362.0,9,627.29,340,26,69.69888888888889,31,0.07647058823529412,314,8.4375,Positive
886,13518.0,1,627.16,382,0,627.16,85,0.0,382,0.3488372093023256,Positive
790,13388.0,3,627.15,282,1,209.04999999999998,120,0.0035460992907801418,281,0.7438016528925621,Positive
1971,15028.0,4,627.13,459,0,156.7825,7,0.0,459,15.0,Positive
2260,15402.0,2,626.77,694,0,313.385,148,0.0,694,0.40268456375838924,Positive
1255,14036.0,1,626.65,268,0,626.65,284,0.0,268,0.10526315789473684,Positive
4159,17994.0,6,626.09,495,24,104.34833333333334,121,0.048484848484848485,471,1.4754098360655739,Positive
3051,16469.0,4,625.42,260,0,156.355,23,0.0,260,5.0,Positive
3252,16750.0,5,623.93,214,0,124.78599999999999,44,0.0,214,3.3333333333333335,Positive
778,13368.0,2,623.4,327,0,311.7,256,0.0,327,0.23346303501945526,Positive
916,13564.0,5,623.3900000000001,636,2,124.67800000000003,143,0.0031446540880503146,634,1.0416666666666667,Positive
3023,16431.0,3,623.28,442,0,207.76,212,0.0,442,0.4225352112676057,Positive
2154,15258.0,2,623.16,142,0,311.58,168,0.0,142,0.35502958579881655,Positive
3789,17499.0,1,622.88,711,0,622.88,289,0.0,711,0.10344827586206898,Positive
2094,15182.0,2,622.85,253,0,311.425,153,0.0,253,0.3896103896103896,Positive
4318,18217.0,2,621.75,491,0,310.875,28,0.0,491,2.0689655172413794,Positive
3377,16915.0,6,621.6800000000001,132,0,103.61333333333334,8,0.0,132,20.0,Positive
3896,17640.0,1,621.66,250,0,621.66,86,0.0,250,0.3448275862068966,Positive
799,13402.0,2,621.23,479,0,310.615,126,0.0,479,0.47244094488188976,Positive
904,13546.0,3,621.09,357,0,207.03,11,0.0,357,7.5,Positive
2805,16141.0,1,620.4,238,0,620.4,87,0.0,238,0.34090909090909094,Positive
265,12667.0,1,620.13,395,0,620.13,57,0.0,395,0.5172413793103449,Positive
863,13493.0,2,618.63,380,0,309.315,274,0.0,380,0.2181818181818182,Positive
3151,16613.0,1,618.59,293,0,618.59,69,0.0,293,0.42857142857142855,Positive
203,12596.0,2,618.27,474,0,309.135,50,0.0,474,1.1764705882352942,Positive
726,13301.0,4,618.09,345,0,154.5225,103,0.0,345,1.1538461538461537,Positive
866,13496.0,3,617.93,341,12,205.97666666666666,10,0.03519061583577713,329,8.181818181818182,Positive
1666,14593.0,3,617.15,330,0,205.71666666666667,21,0.0,330,4.090909090909091,Positive
1500,14377.0,2,617.05,219,0,308.525,190,0.0,219,0.31413612565445026,Positive
1173,13925.0,6,616.65,331,4,102.77499999999999,35,0.012084592145015106,327,5.0,Positive
2928,16311.0,2,616.26,394,0,308.13,17,0.0,394,3.3333333333333335,Positive
2118,15215.0,6,615.99,225,14,102.665,44,0.06222222222222222,211,4.0,Positive
1503,14382.0,1,615.49,1231,0,615.49,25,0.0,1231,1.1538461538461537,Positive
612,13145.0,5,614.77,145,3,122.954,39,0.020689655172413793,142,3.75,Positive
3118,16566.0,6,614.01,362,1,102.335,14,0.0027624309392265192,361,12.0,Positive
1166,13914.0,3,613.95,380,1,204.65,3,0.002631578947368421,379,22.5,Positive
4178,18022.0,1,612.72,703,0,612.72,35,0.0,703,0.8333333333333334,Positive
2009,15073.0,4,612.43,491,214,153.1075,9,0.43584521384928715,277,12.0,Positive
4268,18149.0,3,612.0799999999999,310,0,204.02666666666664,50,0.0,310,1.7647058823529411,Positive
2132,15232.0,2,612.06,686,0,306.03,112,0.0,686,0.5309734513274337,Positive
2442,15645.0,1,612.01,256,0,612.01,18,0.0,256,1.5789473684210527,Positive
2779,16109.0,2,611.88,612,0,305.94,218,0.0,612,0.273972602739726,Positive
1342,14152.0,3,611.09,711,12,203.6966666666667,74,0.016877637130801686,699,1.2,Positive
1034,13731.0,2,610.59,278,0,305.295,218,0.0,278,0.273972602739726,Positive
270,12673.0,2,610.52,351,0,305.26,4,0.0,351,12.0,Positive
2554,15795.0,1,610.01,581,0,610.01,149,0.0,581,0.2,Positive
1694,14636.0,2,609.85,241,0,304.925,35,0.0,241,1.6666666666666667,Positive
770,13357.0,1,609.4,321,0,609.4,256,0.0,321,0.11673151750972763,Positive
3030,16442.0,3,609.3,443,0,203.1,1,0.0,443,45.0,Positive
2168,15275.0,2,609.19,498,1,304.595,30,0.002008032128514056,497,1.9354838709677418,Positive
1181,13933.0,2,608.7900000000001,205,0,304.39500000000004,108,0.0,205,0.5504587155963303,Positive
2069,15147.0,2,608.65,366,3,304.325,218,0.00819672131147541,363,0.273972602739726,Positive
307,12719.0,3,608.1,374,13,202.70000000000002,4,0.034759358288770054,361,18.0,Positive
1477,14342.0,6,607.71,347,10,101.28500000000001,20,0.02881844380403458,337,8.571428571428571,Positive
459,12933.0,4,606.28,499,1,151.57,23,0.002004008016032064,498,5.0,Positive
4319,18218.0,4,606.22,536,38,151.555,205,0.0708955223880597,498,0.5825242718446603,Positive
3227,16718.0,1,606.0500000000001,407,0,606.0500000000001,368,0.0,407,0.08130081300813008,Positive
902,13539.0,4,605.84,320,6,151.46,85,0.01875,314,1.3953488372093024,Positive
4047,17849.0,4,605.8000000000001,114,0,151.45000000000002,217,0.0,114,0.5504587155963303,Positive
3797,17507.0,2,605.58,359,0,302.79,261,0.0,359,0.22900763358778628,Positive
676,13233.0,2,605.12,1004,0,302.56,73,0.0,1004,0.8108108108108107,Positive
3915,17664.0,2,604.64,604,0,302.32,18,0.0,604,3.1578947368421053,Positive
468,12944.0,2,604.51,289,0,302.255,35,0.0,289,1.6666666666666667,Positive
3239,16732.0,1,603.75,317,0,603.75,31,0.0,317,0.9375,Positive
250,12649.0,4,603.71,586,12,150.9275,106,0.020477815699658702,574,1.1214953271028036,Positive
2799,16134.0,3,603.69,371,14,201.23000000000002,21,0.03773584905660377,357,4.090909090909091,Positive
296,12707.0,1,603.42,256,0,603.42,291,0.0,256,0.10273972602739727,Positive
2202,15322.0,2,602.97,416,51,301.485,63,0.12259615384615384,365,0.9375,Positive
2716,16022.0,1,602.63,255,0,602.63,259,0.0,255,0.11538461538461539,Positive
2233,15366.0,2,602.51,621,0,301.255,74,0.0,621,0.8,Positive
2925,16306.0,9,602.27,487,16,66.91888888888889,213,0.03285420944558522,471,1.2616822429906542,Positive
255,12654.0,5,601.98,264,0,120.396,10,0.0,264,13.636363636363637,Positive
1677,14609.0,4,601.56,7026,0,150.39,71,0.0,7026,1.6666666666666667,Positive
4294,18183.0,6,600.52,371,9,100.08666666666666,217,0.02425876010781671,362,0.8256880733944955,Positive
58,12420.0,1,600.39,345,0,600.39,63,0.0,345,0.46875,Positive
4313,18211.0,5,600.07,359,0,120.01400000000001,25,0.0,359,5.769230769230769,Positive
417,12872.0,2,599.97,319,0,299.985,326,0.0,319,0.18348623853211007,Positive
1891,14905.0,3,599.9,287,13,199.96666666666667,153,0.04529616724738676,274,0.5844155844155844,Positive
142,12521.0,1,599.68,309,0,599.68,142,0.0,309,0.2097902097902098,Positive
168,12556.0,2,599.56,355,0,299.78,49,0.0,355,1.2,Positive
1751,14710.0,4,599.48,375,0,149.87,13,0.0,375,8.571428571428571,Positive
3735,17420.0,3,598.83,265,0,199.61,49,0.0,265,1.7999999999999998,Positive
2499,15720.0,1,598.73,281,0,598.73,23,0.0,281,1.25,Positive
734,13311.0,2,598.57,305,0,299.285,3,0.0,305,15.0,Positive
2921,16298.0,3,598.2,198,0,199.4,22,0.0,198,3.913043478260869,Positive
1702,14645.0,2,597.09,381,0,298.545,156,0.0,381,0.38216560509554137,Positive
2244,15381.0,2,596.85,171,0,298.425,213,0.0,171,0.2803738317757009,Positive
1725,14675.0,1,596.36,336,0,596.36,15,0.0,336,1.875,Positive
1568,14467.0,4,596.26,276,0,149.065,17,0.0,276,6.666666666666667,Positive
4343,18246.0,2,596.1,166,0,298.05,23,0.0,166,2.5,Positive
1930,14965.0,2,596.09,363,0,298.045,95,0.0,363,0.625,Positive
1151,13888.0,2,595.67,254,0,297.835,119,0.0,254,0.5,Positive
3180,16654.0,5,594.97,282,2,118.994,140,0.0070921985815602835,280,1.0638297872340425,Positive
3264,16763.0,2,594.9,319,1,297.45,184,0.003134796238244514,318,0.3243243243243243,Positive
911,13558.0,4,594.52,338,0,148.63,5,0.0,338,20.0,Positive
3284,16788.0,2,594.39,304,0,297.195,122,0.0,304,0.48780487804878053,Positive
1309,14108.0,3,594.16,381,1,198.0533333333333,30,0.0026246719160104987,380,2.9032258064516125,Positive
1201,13959.0,3,594.04,355,0,198.01333333333332,78,0.0,355,1.139240506329114,Positive
447,12917.0,1,594.0,120,0,594.0,127,0.0,120,0.234375,Positive
2289,15442.0,1,594.0,120,0,594.0,248,0.0,120,0.12048192771084336,Positive
3098,16535.0,1,593.75,356,0,593.75,4,0.0,356,6.0,Positive
3524,17119.0,3,593.61,334,7,197.87,2,0.020958083832335328,327,30.0,Positive
736,13314.0,4,593.51,560,73,148.3775,1,0.13035714285714287,487,60.0,Positive
2785,16116.0,2,592.88,248,2,296.44,205,0.008064516129032258,246,0.29126213592233013,Positive
1091,13811.0,4,591.75,68,1,147.9375,183,0.014705882352941176,67,0.6521739130434783,Positive
2388,15573.0,2,591.1899999999999,355,0,295.59499999999997,31,0.0,355,1.875,Positive
708,13276.0,2,590.9300000000001,161,0,295.46500000000003,63,0.0,161,0.9375,Positive
1328,14133.0,5,590.3399999999999,348,6,118.06799999999998,129,0.017241379310344827,342,1.153846153846154,Positive
832,13452.0,2,590.0,2,0,295.0,258,0.0,2,0.23166023166023167,Positive
704,13270.0,1,590.0,200,0,590.0,365,0.0,200,0.0819672131147541,Positive
1872,14882.0,2,589.7,158,0,294.85,26,0.0,158,2.2222222222222223,Positive
2853,16203.0,5,589.15,262,1,117.83,58,0.003816793893129771,261,2.5423728813559325,Positive
2427,15624.0,4,588.13,357,0,147.0325,116,0.0,357,1.0256410256410258,Positive
3681,17351.0,3,587.15,113,0,195.71666666666667,35,0.0,113,2.5,Positive
4081,17890.0,2,586.89,402,0,293.445,322,0.0,402,0.18575851393188852,Positive
134,12513.0,2,586.79,462,6,293.395,84,0.012987012987012988,456,0.7058823529411764,Positive
683,13243.0,1,585.12,232,0,585.12,202,0.0,232,0.1477832512315271,Positive
2124,15222.0,1,585.0,440,0,585.0,318,0.0,440,0.09404388714733543,Positive
2986,16384.0,2,584.5,260,0,292.25,89,0.0,260,0.6666666666666666,Positive
2752,16072.0,1,584.3199999999999,140,0,584.3199999999999,287,0.0,140,0.10416666666666667,Positive
1246,14023.0,2,584.07,345,0,292.035,6,0.0,345,8.571428571428571,Positive
910,13557.0,2,584.06,546,0,292.03,27,0.0,546,2.142857142857143,Positive
2532,15762.0,2,583.75,251,0,291.875,64,0.0,251,0.9230769230769231,Positive
4063,17867.0,8,583.52,508,289,72.94,29,0.5688976377952756,219,8.0,Positive
3324,16838.0,3,582.9,185,1,194.29999999999998,196,0.005405405405405406,184,0.4568527918781726,Positive
2675,15969.0,4,582.9,124,4,145.725,2,0.03225806451612903,120,40.0,Positive
64,12426.0,1,582.73,258,0,582.73,194,0.0,258,0.15384615384615385,Positive
816,13427.0,3,582.6,545,0,194.20000000000002,18,0.0,545,4.736842105263158,Positive
4333,18232.0,5,582.47,302,3,116.494,81,0.009933774834437087,299,1.829268292682927,Positive
288,12695.0,4,582.1,220,0,145.525,6,0.0,220,17.142857142857142,Positive
2444,15648.0,4,582.0500000000001,218,8,145.51250000000002,203,0.03669724770642202,210,0.5882352941176471,Positive
1737,14692.0,5,582.05,265,10,116.41,136,0.03773584905660377,255,1.094890510948905,Positive
2536,15768.0,4,581.8299999999999,244,1,145.45749999999998,115,0.004098360655737705,243,1.0344827586206897,Positive
3621,17259.0,2,581.23,388,0,290.615,147,0.0,388,0.4054054054054054,Positive
4228,18095.0,2,580.0500000000001,419,0,290.02500000000003,312,0.0,419,0.19169329073482427,Positive
3539,17142.0,1,579.0,81,0,579.0,238,0.0,81,0.12552301255230125,Positive
718,13292.0,2,578.9399999999999,347,0,289.46999999999997,38,0.0,347,1.5384615384615383,Positive
2700,16005.0,4,578.71,280,0,144.6775,11,0.0,280,10.0,Positive
1617,14529.0,3,578.61,325,0,192.87,59,0.0,325,1.5,Positive
1435,14284.0,3,578.45,161,4,192.8166666666667,30,0.024844720496894408,157,2.9032258064516125,Positive
3232,16723.0,2,576.4,398,0,288.2,90,0.0,398,0.6593406593406593,Positive
2370,15550.0,4,575.63,295,0,143.9075,3,0.0,295,30.0,Positive
858,13487.0,3,575.4,265,0,191.79999999999998,57,0.0,265,1.5517241379310345,Positive
4250,18123.0,2,574.4399999999999,582,0,287.21999999999997,23,0.0,582,2.5,Positive
1463,14323.0,4,574.26,350,10,143.565,114,0.02857142857142857,340,1.0434782608695652,Positive
2187,15303.0,1,574.02,248,0,574.02,289,0.0,248,0.10344827586206898,Positive
1359,14176.0,5,574.0,209,2,114.8,296,0.009569377990430622,207,0.5050505050505051,Positive
1523,14410.0,15,573.45,569,279,38.230000000000004,15,0.4903339191564148,290,28.125,Positive
785,13379.0,3,572.56,601,0,190.85333333333332,25,0.0,601,3.4615384615384612,Positive
802,13405.0,3,572.451,165,0,190.817,73,0.0,165,1.2162162162162162,Positive
373,12816.0,2,572.2,128,0,286.1,95,0.0,128,0.625,Positive
3879,17616.0,3,571.1999999999999,224,0,190.39999999999998,173,0.0,224,0.5172413793103449,Positive
2576,15821.0,2,570.96,202,0,285.48,43,0.0,202,1.3636363636363638,Positive
3825,17540.0,3,570.4,194,1,190.13333333333333,8,0.005154639175257732,193,10.0,Positive
208,12601.0,6,569.5600000000001,245,1,94.92666666666668,189,0.004081632653061225,244,0.9473684210526316,Positive
3688,17360.0,3,568.24,328,0,189.41333333333333,16,0.0,328,5.294117647058823,Positive
742,13321.0,2,567.36,372,0,283.68,71,0.0,372,0.8333333333333334,Positive
3189,16667.0,2,567.1800000000001,236,0,283.59000000000003,67,0.0,236,0.8823529411764706,Positive
4269,18150.0,3,566.58,332,0,188.86,31,0.0,332,2.8125,Positive
32,12384.0,3,566.16,126,5,188.72,28,0.03968253968253968,121,3.103448275862069,Positive
2954,16345.0,1,565.46,288,0,565.46,43,0.0,288,0.6818181818181819,Positive
185,12577.0,4,564.2,469,6,141.05,34,0.01279317697228145,463,3.4285714285714284,Positive
1780,14753.0,1,563.15,211,0,563.15,86,0.0,211,0.3448275862068966,Positive
4142,17970.0,1,562.79,513,0,562.79,210,0.0,513,0.14218009478672985,Positive
3447,17014.0,4,562.6800000000001,243,5,140.67000000000002,7,0.0205761316872428,238,15.0,Positive
1354,14167.0,4,562.59,147,0,140.6475,38,0.0,147,3.0769230769230766,Positive
54,12414.0,3,562.41,300,0,187.47,216,0.0,300,0.4147465437788018,Positive
3378,16916.0,2,562.41,431,0,281.205,23,0.0,431,2.5,Positive
1189,13946.0,3,561.5699999999999,443,0,187.18999999999997,78,0.0,443,1.139240506329114,Positive
537,13044.0,1,560.47,429,0,560.47,290,0.0,429,0.10309278350515465,Positive
1430,14273.0,4,559.97,264,0,139.9925,50,0.0,264,2.3529411764705883,Positive
2908,16275.0,1,559.87,336,0,559.87,196,0.0,336,0.15228426395939088,Positive
1515,14400.0,2,559.7,454,4,279.85,140,0.00881057268722467,450,0.425531914893617,Positive
